"Title","Paragraph"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","The United Nations has since 2023 commemorated the “Nakba”—“catastrophe” in Arabic—which refers to the flight and expulsion of an estimated 700,000 Palestinians during the creation of the State of Israel in 1948."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","This year the anniversary is particularly painful, as Palestinians say history is being repeated in Gaza and the occupied West Bank."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","Tens of thousands have been killed in Gaza and an aid blockade threatens famine, while Israeli leaders continue to express a desire to empty the territory of Palestinians as part of the war sparked by Hamas’s 7 October, 2023 attack."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","“History is indelible and justice is not time bound,” Abbas said in a speech read out here by the Palestinian ambassador to the UN, Riyad Mansour."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","“Today we stand before you, not only to commemorate the sombre anniversary, but to renew the pledge that the ‘Nakba’ was not and will not be the permanent and inevitable faith of our people.”"
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","Abbas said the war Israel has been waging for 19 month is a continuation of the “Nakba,” with the world standing by as Israel engages in “genocide” and starvation."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","He said Israel’s goal was to remove the Palestinians from Gaza and steal land that should be part of a sovereign Palestinian state."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","“The time has come for real and effective international action to stop this historic injustice and ongoing tragedy which has become a disgrace to humanity,” Abbas said."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","The UN General Assembly is scheduled to hold a conference in June to promote a two-state solution to the Israeli-Palestinian conflict. It will be co-sponsored by France and Saudi Arabia."
"At UN ‘Nakba’ commemoration, Abbas urges action on Gaza | Prothom Alo","“Peace will require tangible, irreversible and permanent progress toward the two-state solution, an end to the occupation and the establishment of an independent Palestinian state, with Gaza as integral part,” said Khaled Khiari, assistant secretary-general for the Middle East, Asia and the Pacific."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Gaza's civil defence agency said Israeli strikes on Tuesday killed at least 44 people across the war-ravaged Palestinian territory, where Israel has intensified a military offensive aimed at crushing Hamas."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Aid trickled into the Gaza Strip on Monday for the first time in more than two months, following widespread condemnation of Israel's total blockade that has sparked severe shortages of food and medicine."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","On Tuesday, a UN spokesman said it had received permission to send another ""around 100"" trucks of aid into Gaza."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","The Israeli army stepped up its offensive at the weekend, vowing to defeat Gaza rulers Hamas whose 7 October, 2023 attack on Israel triggered the war."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Strikes overnight and early Tuesday left ""44 dead, mostly children and women, as well as dozens of wounded"", civil defence spokesman Mahmud Bassal told AFP."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Bassal said 15 people were killed when a gas station was hit near the Nuseirat refugee camp and 12 others in a strike on a house in Deir el-Balah, both in central Gaza."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Eight people were killed in a strike on a school sheltering displaced Palestinians in Gaza City, further north, Bassal said."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","The Israeli military told AFP it had ""struck a Hamas terrorist who was operating from within a command and control centre"" within the school compound. There was no comment on the other incidents."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","In a statement Tuesday, the military announced strikes on more than ""100 terror targets"" in Gaza over the past day."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","At the bombarded gas station, Nuseirat resident Mahmoud al-Louh carried a cloth bag of body parts to a vehicle."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","""They are civilians, children who were sleeping. What was their fault?"" he told AFP. "
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Israel's security cabinet approved earlier this month a plan to expand the military offensive, which one official said would include the ""conquest"" of Gaza and the displacement of its population."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","On Monday Prime Minister Benjamin Netanyahu said Israel ""will take control of all the territory of the strip"", as the intensified military campaign prompted international alarm."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Israel resumed major operations across Gaza on 18 March amid deadlock over how to proceed with a two-month ceasefire that had largely halted the war."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Netanyahu said it was necessary for Israel to prevent famine in Gaza for ""practical and diplomatic reasons"", after his government announced it would allow limited aid into the besieged territory."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","""Images of mass starvation"" could harm the legitimacy of Israel's war effort, Netanyahu said."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","On Friday, President Donald Trump of the United States, Israel's close ally and main arms supplier, said that ""a lot of people are starving"" in Gaza. The World Health Organization later warned that the territory's ""two million people are starving""."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Britain, France and Canada issued a harsh condemnation of Israel's conduct of the war, slamming its ""egregious actions"" in the expanded offensive and the ""wholly inadequate"" resumption of aid."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","They warned of ""concrete actions"" if Israel did not ease its offensive and allow more aid in. Netanyahu called their joint statement a ""huge prize"" for Hamas. "
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Qatar, which has been involved in mediation efforts throughout the war, said on Tuesday that Israel's offensive had undermined chances for a ceasefire."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","""This irresponsible, aggressive behaviour undermines any potential chance for peace,"" Qatari Prime Minister Sheikh Mohammed bin Abdulrahman bin Jassim Al-Thani said."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Ending more than two months of a complete blockade, Israel said the first five aid trucks entered Monday carrying supplies ""including food for babies""."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","UN humanitarian chief Tom Fletcher said that the trucks allowed it on Monday were ""a drop in the ocean of what is urgently needed""."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","AFP could not independently verify how many aid trucks had entered Gaza."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Fletcher told the BBC on Tuesday that 14,000 babies could die in the Palestinian territory in the next 48 hours if aid did not reach them in time."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","The Hamas attack in October 2023 resulted in the deaths of 1,218 people on the Israeli side, mostly civilians, according to an AFP tally based on official figures."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Militants also took 251 hostages, 57 of whom remain in Gaza including 34 the military says are dead."
"Gaza rescuers say 44 killed as Israel steps up offensive | Prothom Alo","Gaza's health ministry said Tuesday at least 3,427 people have been killed since Israel resumed strikes on 18 March, taking the war's overall toll to 53,573."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Gaza rescuers said at least 29 people were killed in Israeli strikes on Wednesday as negotiations took place in Qatar for the release of hostages still held in the war-battered territory."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","""At least 25 martyrs were killed and dozens wounded"" in Jabalia, in northern Gaza, while another four people were killed in a strike on the southern city of Khan Yunis, civil defence agency spokesman Mahmud Bassal told AFP."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Mohammad Awad, an emergency doctor in north Gaza's Indonesian Hospital, told AFP that shortages meant his department could not properly handle the flow of wounded from the Jabalia strike."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","""The hospital could not accommodate the wounded. There are not enough beds, no medicine, and no means for surgical or medical treatment, which leaves doctors unable to save many of the injured who are dying due to lack of care"", he said."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Awad added that ""the bodies of the martyrs are lying on the ground in the hospital corridors after the morgue reached full capacity. The situation is catastrophic in every sense of the word."""
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Israel imposed an aid blockade on the Gaza Strip on March 2 after talks to prolong a six-week ceasefire broke down."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","The resulting shortages of food and medicine have aggravated an already dire situation in the Palestinian territory, although Israel has dismissed UN warnings that a potential famine looms."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Medical charity Medecins du Monde said Tuesday that acute malnutrition in Gaza has ""reached levels comparable to those seen in countries facing prolonged humanitarian crises spanning several decades""."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Israel resumed major operations across Gaza on March 18, and the government approved plans to expand the offensive earlier this month, with officials talking of retaining a long-term presence in the Palestinian territory."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Israel says that its renewed bombardments are aimed at forcing Hamas to free hostages."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Following a short pause in air strikes during the release of US-Israeli hostage Edan Alexander on Monday, Israel resumed pounding Gaza, killing 28 people in a strike near a hospital in Khan Yunis, according to civil defence agency figures."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Israeli Prime Minister Benjamin Netanyahu said on Monday that the military would enter Gaza ""with full force"" in the coming days, despite ongoing ceasefire efforts."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Negotiations for the release of the remaining hostages have been ongoing, with the latest talks taking place in the Qatari capital of Doha."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","The negotiations come as US President Donald Trump tours Gulf countries including Qatar."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Of the 251 hostages taken during Hamas's October 2023 attack, 57 remain in Gaza, including 34 the military says are dead. Hamas is also holding the body of an Israeli soldier killed during a previous war in Gaza, in 2014."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","The attack resulted in the deaths of 1,218 people on the Israeli side, mostly civilians, according to an AFP tally based on official figures."
"Strikes kill 29 in Gaza as hostage release talks ongoing | Prothom Alo","Israel's retaliatory offensive has killed at least 52,908 people in Gaza, mostly civilians, according to figures from the territory's Hamas-run health ministry, which the United Nations considers reliable."
